Tipo de espacio público,Nombre de espacio público,Estado actual de conservación,Tarea realizada,Área Responsable,Fecha
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Desmalezado,Higiene Urbana,27/11/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Higiene Urbana,27/11/2025
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Limpieza,Higiene Urbana,27/11/2025
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Desmalezado,Higiene Urbana y Obras,27/11/2025
Plazas,PLAZA LAS ROSAS,Bueno,Limpieza,Higiene Urbana y Obras,27/11/2025
Plazas,B° TRINIDAD,Bueno,Limpieza,Obras y EP,01/12/2025
Plazas,B° LAS ACACIAS,Bueno,Limpieza,Obras y EP,01/12/2025
Plazas,B° VICTOR HUGO,Bueno,Limpieza,Obras y EP,01/12/2025
Rotonda,TERRADA-TERRADA,Bueno,Limpieza,Obras y EP,01/12/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Limpieza,Obras y EP,01/12/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L.,Bueno,Limpieza,Higiene Urbana,26/11/2025
Paseo y Espacios Públicos,PISTA DE MANEJO,Bueno,Limpieza,Higiene Urbana,26/11/2025
Plazas,B° CEC,Bueno,Limpieza,Higiene Urbana,26/11/2025
Plazas,PLAZA MOSCONI,Bueno,Limpieza,Higiene Urbana,26/11/2025
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Limpieza,Higiene Urbana,25/11/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Bueno,Limpieza,Higiene Urbana,25/11/2025
Plazas,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,25/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,25/11/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,24/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,24/11/2025
Rotonda,RUTA 15 Y QUINTANA,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,BRANDSEN Y COBOS,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,BRANDSEN (tres esquinas),Bueno,Limpieza,Obras y EP,28/11/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Limpieza,Obras y EP,28/11/2025
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,BOEDO ESTE,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,BOEDO OESTE,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,ARAOZ OESTE,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,AZCUENAGA Y ACCESO SUR,Bueno,Riego ,Obras y EP,28/11/2025
Rotonda,TERRADA Y RUTA 60,Bueno,Limpieza,Obras y EP,28/11/2025
P.E.S.,MATHEU Y CUBILLOS,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,MATHEU Y CUBILLOS,Bueno,Limpieza,Obras y EP,28/11/2025
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,BESARES Y SAN MARTÍN,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,AZCUENAGA Y ACCESO SUR,Bueno,Limpieza,Obras y EP,28/11/2025
Paseo y Espacios Públicos,ESQUINA PUEYRREDON Y VIAMONTE,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,VIAMONTE Y ALMIRANTE BROWN,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,28/11/2025
Rotonda,PANAMERICANA Y UGARTE,Bueno,Limpieza,Obras y EP,28/11/2025
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Bueno,Limpieza,Obras y EP,28/11/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,20/11/2025
Paseo y Espacios Públicos,CHILE (SAENZ PEÑA-VIAMONTE),Bueno,Limpieza,Higiene Urbana,20/11/2025
Paseo y Espacios Públicos,CHILE (SAENZ PEÑA-VIAMONTE),Bueno,Limpieza,Higiene Urbana,19/11/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,19/11/2025
Paseo y Espacios Públicos,PLAZA DE LOS BOMBEROS,Bueno,Limpieza,Higiene Urbana,19/11/2025
Paseo y Espacios Públicos,PLAZA LAS ROSAS,Bueno,Limpieza,Higiene Urbana,19/11/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,18/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,18/11/2025
Paseo y Espacios Públicos,VISTA AL ALBA,Bueno,Limpieza,Higiene Urbana,17/11/2025
Paseo y Espacios Públicos,INMIGRANTE,Bueno,Limpieza,Higiene Urbana,17/11/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,17/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,17/11/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,14/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,14/11/2025
,,,,,
Plazas,B° ALTO DRUMMOND,Bueno,Limpieza,Higiene Urbana,13/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,13/11/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,12/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,12/11/2025
Paseo y Espacios Públicos,PANAMA (MATHEU-PASO),Bueno,Limpieza,Higiene Urbana,11/11/2025
Plazas,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,11/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,11/11/2025
Paseo y Espacios Públicos,BRANDSEN (tres esquinas),Bueno,Limpieza,Higiene Urbana,10/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,10/11/2025
Paseo y Espacios Públicos,CHILE (SAENZ PEÑA-VIAMONTE),Bueno,Limpieza,Higiene Urbana,07/11/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,07/11/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,06/11/2025
Paseo y Espacios Públicos,PUERTO DESEADO,Bueno,Limpieza,Higiene Urbana,06/11/2025
Plazas,PLAZA MOSCONI,Bueno,Limpieza,Higiene Urbana,05/11/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Bueno,Limpieza,Higiene Urbana,05/11/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,05/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,04/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,03/11/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,03/11/2025
Paseo y Espacios Públicos,ANCHORENA (SAN MARTIN-CEMENTERIO),Bueno,Limpieza,Higiene Urbana,03/11/2025
Paseo y Espacios Públicos,B° TRINIDAD,Bueno,Limpieza,Obras y EP,04/11/2025
Plazas,B° TRINIDAD,Bueno,Limpieza,Obras y EP,04/11/2025
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Limpieza,Obras y EP,04/11/2025
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Limpieza,Obras y EP,04/11/2025
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Limpieza,Obras y EP,04/11/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Limpieza,Obras y EP,04/11/2025
Rotonda,BOEDO OESTE,Bueno,Mantenimiento de obra,Obras y EP,04/11/2025
Rotonda,BOEDO ESTE,Bueno,Mantenimiento de obra,Obras y EP,04/11/2025
Rotonda,RUTA 15 Y QUINTANA,Bueno,Mantenimiento de obra,Obras y EP,04/11/2025
Rotonda,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,04/11/2025
Rotonda,MATHEU Y CUBILLOS,Bueno,Limpieza,Obras y EP,04/11/2025
Rotonda,TERRADA-TERRADA,Bueno,Limpieza,Obras y EP,04/11/2025
Rotonda,BRANDSEN Y COBOS,Bueno,Limpieza,Obras y EP,04/11/2025
Rotonda,BRANDSEN (tres esquinas),Bueno,Limpieza,Obras y EP,04/11/2025
Rotonda,RUTA 15 Y QUINTANA,Bueno,Limpieza,Obras y EP,04/11/2025
Rotonda,AZCUENAGA Y ACCESO SUR,Bueno,Limpieza,Obras y EP,04/11/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,31/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,30/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,29/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,28/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,27/10/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Limpieza,Obras y EP,24/10/2025
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Limpieza,Obras y EP,24/10/2025
Rotonda,ARAOZ OESTE,Bueno,Limpieza,Obras y EP,24/10/2025
Plazas,B° TRINIDAD,Bueno,Limpieza,Obras y EP,24/10/2025
Rotonda,BRANDSEN Y COBOS,Bueno,Limpieza,Obras y EP,24/10/2025
Rotonda,PASO Y ALZAGA,Bueno,Limpieza,Obras y EP,24/10/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,24/10/2025
Rotonda,VIAMONTE Y LARREA,Bueno,Limpieza,Obras y EP,24/10/2025
Paseo y Espacios Públicos,ESQUINA PUEYRREDON Y VIAMONTE,Bueno,Limpieza,Obras y EP,24/10/2025
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,24/10/2025
Rotonda,PUL,Bueno,Limpieza,Obras y EP,24/10/2025
Rotonda,BALCARCE,Bueno,Limpieza,Obras y EP,24/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,17/10/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,17/10/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,16/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,16/10/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Bueno,Desmalezado,Higiene Urbana,15/10/2025
Plazas,B° CORDÓN DEL PLATA,Bueno,Desmalezado,Higiene Urbana,14/10/2025
Plazas,B° CORDÓN DEL PLATA,Bueno,Limpieza,Higiene Urbana,14/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,14/10/2025
Plazas,VALLE DE CHACRAS,Bueno,Limpieza,Higiene Urbana,13/10/2025
Plazas,VALLE DE CHACRAS,Bueno,Desmalezado,Higiene Urbana,13/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,13/10/2025
Plazas,PLAYÓN DEPORTIVO VERTIENTES,Bueno,Desmalezado,Higiene Urbana,09/10/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Desmalezado,Higiene Urbana,08/10/2025
Paseo y Espacios Públicos,LUJÁN JOVEN,Bueno,Desmalezado,Higiene Urbana,08/10/2025
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Desmalezado,Higiene Urbana,07/10/2025
Rotonda,BESARES Y SAN MARTÍN,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,13/10/2025
Rotonda,BESARES Y SAN MARTÍN,Bueno,Limpieza,Obras y EP,13/10/2025
Paseo y Espacios Públicos,B° MUTUAL YPF (SALIDA CASTRO B),Bueno,Limpieza,Higiene Urbana,07/10/2025
Plazas,B° LOS CASTAÑOS,Bueno,Limpieza,Higiene Urbana,07/10/2025
Paseo y Espacios Públicos,COLLOVATI,Bueno,Limpieza,Higiene Urbana,07/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,07/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,06/10/2025
Paseo y Espacios Públicos,AROMAS DEL PLATA,Bueno,Limpieza,Higiene Urbana,06/10/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L.,Bueno,Limpieza,Higiene Urbana,03/10/2025
Paseo y Espacios Públicos,CHILE (SAENZ PEÑA-VIAMONTE),Bueno,Limpieza,Higiene Urbana,03/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,03/10/2025
Paseo y Espacios Públicos,B° ALTO DRUMMOND,Bueno,Limpieza,Higiene Urbana,02/10/2025
Paseo y Espacios Públicos,PASEO LIBERTAD,Bueno,Limpieza,Higiene Urbana,02/10/2025
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Limpieza,Higiene Urbana,02/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,02/10/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,01/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,01/10/2025
Plazas,PLAZA VILLA DEL RIO (CEC),Bueno,Limpieza,Higiene Urbana,30/09/2025
Plazas,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,30/09/2025
Paseo y Espacios Públicos,POTRERILLOS,Bueno,Limpieza,Higiene Urbana,30/09/2025
Plazas,AGRELO,Bueno,Limpieza,Higiene Urbana,29/09/2025
Paseo y Espacios Públicos,POTRERILLOS,Bueno,Limpieza,Higiene Urbana,29/09/2025
P.E.S.,ITALIA Y FFCC,Bueno,Limpieza,Obras y EP,06/10/2025
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Limpieza,Obras y EP,06/10/2025
Rotonda,INMIGRANTE,Bueno,Limpieza,Obras y EP,06/10/2025
Rotonda,PINCOLINI,Bueno,Limpieza,Obras y EP,06/10/2025
Paseo y Espacios Públicos,"VIRGEN (Callejón de la Virgen, Vistalba)",Bueno,Limpieza,Obras y EP,06/10/2025
Rotonda,RUTA 15 Y QUINTANA,Bueno,Desmalezado,Obras y EP,06/10/2025
Rotonda,PUL,Bueno,Desmalezado,Obras y EP,06/10/2025
Rotonda,BALCARCE,Bueno,Desmalezado,Obras y EP,06/10/2025
Rotonda,CORREDOR DEL OESTE,Bueno,Desmalezado,Obras y EP,06/10/2025
Rotonda,CORREDOR DEL OESTE,Bueno,Limpieza,Obras y EP,06/10/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,26/09/2025
Paseo y Espacios Públicos,PUERTO DESEADO,Bueno,Limpieza,Higiene Urbana,26/09/2025
Paseo y Espacios Públicos,PUL,Bueno,Limpieza,Higiene Urbana,25/09/2025
Paseo y Espacios Públicos,CHILE (SAENZ PEÑA-VIAMONTE),Bueno,Limpieza,Higiene Urbana,25/09/2025
Plazas,B° 27 DE ABRIL,Bueno,Limpieza,Higiene Urbana,24/09/2025
Plazas,B° JARDÍN VISTALBA,Bueno,Limpieza,Higiene Urbana,24/09/2025
Plazas,VISTA AL ALBA,Bueno,Limpieza,Higiene Urbana,24/09/2025
Rotonda,INMIGRANTE,Bueno,Limpieza,Higiene Urbana,24/09/2025
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Limpieza,Higiene Urbana,24/09/2025
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Desmalezado,Higiene Urbana,24/09/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,24/09/2025
Paseo y Espacios Públicos,PASEO GUEVARA,Bueno,Desmalezado,Higiene Urbana,23/09/2025
Paseo y Espacios Públicos,PASEO GUEVARA,Bueno,Desmalezado,,
Paseo y Espacios Públicos,PASEO GUEVARA,Bueno,Limpieza,Higiene Urbana,23/09/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Bueno,Limpieza,Higiene Urbana,23/09/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Bueno,Desmalezado,Higiene Urbana,23/09/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,23/09/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,23/09/2025
Plazas,B° TRINIDAD,Bueno,Siembra,Obras y EP,25/09/2025
Plazas,B° TRINIDAD,Bueno,Mantenimiento de obra,Obras y EP,25/09/2025
P.E.S.,VIAMONTE Y ALMIRANTE BROWN,Bueno,Mantenimiento de obra,Obras y EP,25/09/2025
Rotonda,VIAMONTE Y ALMIRANTE BROWN,Bueno,Mantenimiento de obra,Obras y EP,25/09/2025
Rotonda,VIAMONTE Y ALMIRANTE BROWN,Bueno,Limpieza,Obras y EP,25/09/2025
Plazas,PLAZOLETA CIOPPO,Bueno,Limpieza,Obras y EP,25/09/2025
Rotonda,BRANDSEN (tres esquinas),Bueno,Limpieza,Obras y EP,23/09/2025
Rotonda,RUTA 15 Y QUINTANA,Bueno,Limpieza,Obras y EP,23/09/2025
Rotonda,ARAOZ OESTE,Bueno,Limpieza,Obras y EP,23/09/2025
Rotonda,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,23/09/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Limpieza,Obras y EP,23/09/2025
Rotonda,BOEDO ESTE,Bueno,Limpieza,Obras y EP,23/09/2025
Rotonda,BOEDO OESTE,Bueno,Limpieza,Obras y EP,23/09/2025
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,23/09/2025
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,23/09/2025
Paseo y Espacios Públicos,PLAZA LAS ROSAS,Bueno,Limpieza,Higiene Urbana,22/09/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,22/09/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,22/09/2025
Paseo y Espacios Públicos,FERIAGRO,Bueno,Limpieza,Higiene Urbana,19/09/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,19/09/2025
Paseo y Espacios Públicos,B° JARDÍN VISTALBA,Bueno,Limpieza,Higiene Urbana,18/09/2025
Paseo y Espacios Públicos,B° 27 DE ABRIL,Bueno,Limpieza,Higiene Urbana,18/09/2025
Paseo y Espacios Públicos,INMIGRANTE,Bueno,Limpieza,Higiene Urbana,18/09/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,18/09/2025
Paseo y Espacios Públicos,PUERTO DESEADO,Bueno,Limpieza,Higiene Urbana,17/09/2025
Paseo y Espacios Públicos,LUJÁN JOVEN,Bueno,Limpieza,Higiene Urbana,17/09/2025
Paseo y Espacios Públicos,ROTONDA DE LA VIRGEN,Bueno,Limpieza,Higiene Urbana,17/09/2025
Paseo y Espacios Públicos,PLAZA MOSCONI,Bueno,Limpieza,Higiene Urbana,17/09/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,17/09/2025
Paseo y Espacios Públicos,FERIAGRO,Bueno,Limpieza,Higiene Urbana,16/09/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,19/09/2025
Rotonda,PANAMERICANA Y UGARTE,Bueno,Limpieza,Obras y EP,19/09/2025
Rotonda,PASO Y ALZAGA,Bueno,Limpieza,Obras y EP,19/09/2025
P.E.S.,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,18/09/2025
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Limpieza,Obras y EP,18/09/2025
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Limpieza,Obras y EP,18/09/2025
Rotonda,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,18/09/2025
Paseo y Espacios Públicos,FERIAGRO,Bueno,Limpieza,Higiene Urbana,15/09/2025
Plazas,POTRERILLOS,Bueno,Limpieza,Higiene Urbana,12/09/2025
Plazas,B° CORDÓN DEL PLATA,Bueno,Limpieza,Higiene Urbana,11/09/2025
Paseo y Espacios Públicos,VIAMONTE Y ALMIRANTE BROWN,Bueno,Limpieza,Higiene Urbana,11/09/2025
Paseo y Espacios Públicos,B° MUTUAL YPF (SALIDA CASTRO B),Bueno,Limpieza,Higiene Urbana,11/09/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,11/09/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Siembra,Higiene Urbana,10/09/2025
Paseo y Espacios Públicos,PUL,Bueno,Siembra,Higiene Urbana,09/09/2025
Plazas,B° LOS ROBLES,Bueno,Riego ,Obras y EP,27/08/2025
Rotonda,TERRADA-TERRADA,Bueno,Riego ,Obras y EP,27/08/2025
Rotonda,TERRADA-TERRADA,Bueno,Limpieza,Obras y EP,27/08/2025
P.E.S.,MATHEU Y CUBILLOS,Bueno,Mantenimiento de obra,Obras y EP,27/08/2025
P.E.S.,MATHEU Y CUBILLOS,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,MATHEU Y CUBILLOS,Bueno,Limpieza,Obras y EP,27/08/2025
Plazas,VALLE DE CHACRAS,Bueno,Mantenimiento de obra,Obras y EP,27/08/2025
Plazas,B° TRINIDAD,Bueno,Siembra,Obras y EP,27/08/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,VIAMONTE Y LARREA,Bueno,Mantenimiento de obra,Obras y EP,27/08/2025
Rotonda,VIAMONTE Y LARREA,Bueno,Riego ,Obras y EP,27/08/2025
Rotonda,VIAMONTE Y LARREA,Bueno,Limpieza,Obras y EP,27/08/2025
P.E.S.,BONARDA Y PARQUE CÍVICO,Bueno,Limpieza,Obras y EP,27/08/2025
P.E.S.,PARQUE CIVICO,Bueno,Limpieza,Obras y EP,27/08/2025
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,BOEDO OESTE,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,BOEDO ESTE,Bueno,Limpieza,Obras y EP,27/08/2025
P.E.S.,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,INMIGRANTE,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,PINCOLINI,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Limpieza,Obras y EP,27/08/2025
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Limpieza,Obras y EP,27/08/2025
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,PASO Y ALZAGA,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,PANAMERICANA Y UGARTE,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,27/08/2025
Rotonda,CORREDOR DEL OESTE,Bueno,Desmalezado,Obras y EP,27/08/2025
Plazas,PLAZA LOYOLA,Bueno,Mantenimiento de obra,Obras y EP,27/08/2025
Plazas,PLAZA LOYOLA,Bueno,Riego ,Obras y EP,27/08/2025
Plazas,PLAZA LOYOLA,Bueno,Limpieza,Obras y EP,27/08/2025
Paseo y Espacios Públicos,LUJÁN JOVEN,Bueno,Limpieza,Higiene Urbana,26/08/2025
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Limpieza,Higiene Urbana,26/08/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Higiene Urbana,26/08/2025
Plazas,B° 27 DE ABRIL,Bueno,Limpieza,Higiene Urbana,26/08/2025
Paseo y Espacios Públicos,PUL,Bueno,Limpieza,Higiene Urbana,26/08/2025
Paseo y Espacios Públicos,PASEO GUEVARA,Bueno,Limpieza,Higiene Urbana,25/08/2025
Paseo y Espacios Públicos,PISTA DE MANEJO,Bueno,Limpieza,Higiene Urbana,25/08/2025
Plazas,HUENTOTA,Bueno,Limpieza,Higiene Urbana,25/08/2025
Paseo y Espacios Públicos,PASEO MALBEC,Bueno,Limpieza,Higiene Urbana,25/08/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,25/08/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,23/08/2025
